"sample_ID","species","presence"
"160_ZWN","Cochlicella acuta",0
"161_ZWN","Cochlicella acuta",0
"162_DHN_K","Cochlicella acuta",0
"163_DHN_K","Cochlicella acuta",0
"164_DHN_K","Cochlicella acuta",0
"165_DHN_K","Cochlicella acuta",0
"166_DHN_K","Cochlicella acuta",0
"167_DHN_K","Cochlicella acuta",0
"168_DHN_K","Cochlicella acuta",0
"169_DHN_K","Cochlicella acuta",0
"17_NPT","Cochlicella acuta",0
"170_DHN_K","Cochlicella acuta",0
"171_DHN_K","Cochlicella acuta",0
"172_DHN_K","Cochlicella acuta",0
"173_DHN_K","Cochlicella acuta",0
"174_DHN_K","Cochlicella acuta",1
"175_DHN_K","Cochlicella acuta",0
"176_DHN_K","Cochlicella acuta",1
"177_BKN_W","Cochlicella acuta",0
"178_BKN_W","Cochlicella acuta",0
"179_BKN_W","Cochlicella acuta",0
"18_NPT","Cochlicella acuta",0
"180_BKN_W","Cochlicella acuta",0
"181_BKN_W","Cochlicella acuta",0
"182_BKN_W","Cochlicella acuta",0
"183_BKN_W","Cochlicella acuta",0
"184_BKN_W","Cochlicella acuta",0
"185_BKN_W","Cochlicella acuta",0
"186_BKN_W","Cochlicella acuta",0
"187_BKN_W","Cochlicella acuta",0
"188_BKN_W","Cochlicella acuta",0
"189_BKN_W","Cochlicella acuta",0
"19_NPT","Cochlicella acuta",0
"190_BKN_W","Cochlicella acuta",0
"191_BKN_W","Cochlicella acuta",0
"192_ZWN","Cochlicella acuta",1
"193_ZWN","Cochlicella acuta",1
"194_ZWN","Cochlicella acuta",1
"195_ZWN","Cochlicella acuta",1
"196_ZWN2","Cochlicella acuta",0
"197_ZWN2","Cochlicella acuta",0
"198_ZWN2","Cochlicella acuta",0
"199_ZWN2","Cochlicella acuta",0
"2_ODK","Cochlicella acuta",1
"20_NPT","Cochlicella acuta",1
"200_ZWN2","Cochlicella acuta",0
"201_ZWN2","Cochlicella acuta",0
"202_ZWN2","Cochlicella acuta",0
"203_ZWN2","Cochlicella acuta",0
"204_OST","Cochlicella acuta",0
"205_OST","Cochlicella acuta",0
"206_OST","Cochlicella acuta",0
"207_OST","Cochlicella acuta",1
"208_OST","Cochlicella acuta",1
"209_OST","Cochlicella acuta",0
"21_NPT","Cochlicella acuta",0
"210_OST","Cochlicella acuta",0
"211_OST","Cochlicella acuta",1
"212_OST","Cochlicella acuta",1
"213_OST","Cochlicella acuta",1
"214_OST","Cochlicella acuta",0
"22_NPT","Cochlicella acuta",1
"23_NPT","Cochlicella acuta",0
"24_BRE","Cochlicella acuta",0
"25_BRE","Cochlicella acuta",0
"26_BRE","Cochlicella acuta",0
"27_BRE","Cochlicella acuta",1
"28_BRE","Cochlicella acuta",0
"29_BRE","Cochlicella acuta",0
"3_ODK","Cochlicella acuta",0
"30_BRE","Cochlicella acuta",1
"31_BRE","Cochlicella acuta",1
"32_BRE","Cochlicella acuta",1
"33_BRE","Cochlicella acuta",0
"34_BRE","Cochlicella acuta",0
"35_BRE","Cochlicella acuta",0
"36_BRE","Cochlicella acuta",0
"37_BRE","Cochlicella acuta",0
"38_BRE","Cochlicella acuta",0
"39_LOM-BAD","Cochlicella acuta",0
"4_ODK-BAD","Cochlicella acuta",0
"40_LOM-BAD","Cochlicella acuta",0
"41_LOM-BAD","Cochlicella acuta",0
"42_LOM-BAD","Cochlicella acuta",0
"43_LOM-BAD","Cochlicella acuta",0
"44_LOM-BAD","Cochlicella acuta",1
"45_LOM-BAD","Cochlicella acuta",0
"46_LOM-BAD","Cochlicella acuta",0
"47_LOM-BAD","Cochlicella acuta",0
"48_LOM-BAD","Cochlicella acuta",0
"49_LOM-BAD","Cochlicella acuta",0
"5_ODK-BAD","Cochlicella acuta",0
"50_LOM-BAD","Cochlicella acuta",0
"51_LOM-BAD","Cochlicella acuta",0
"52_LOM-BAD","Cochlicella acuta",0
"53_DEP1","Cochlicella acuta",0
"54_DEP1","Cochlicella acuta",1
"55_DEP1","Cochlicella acuta",1
"56_DEP1","Cochlicella acuta",1
"57_DEP1","Cochlicella acuta",0
"58_DEP1","Cochlicella acuta",0
"59_DEP1","Cochlicella acuta",1
"6_ODK-BAD","Cochlicella acuta",0
"60_DEP1","Cochlicella acuta",1
"61_DEP1","Cochlicella acuta",0
"62_DEP1","Cochlicella acuta",0
"63_DEP1","Cochlicella acuta",0
"64_DEP1","Cochlicella acuta",0
"65_DEP1","Cochlicella acuta",0
"66_DEP1","Cochlicella acuta",0
"67_DEP1","Cochlicella acuta",0
"68_ODK","Cochlicella acuta",0
"69_ODK","Cochlicella acuta",0
"7_ODK-BAD","Cochlicella acuta",0
"70_ODK","Cochlicella acuta",0
"71_ODK","Cochlicella acuta",0
"72_ODK","Cochlicella acuta",0
"73_ODK","Cochlicella acuta",0
"74_ODK","Cochlicella acuta",1
"75_ODK","Cochlicella acuta",0
"76_ODK","Cochlicella acuta",1
"77_ODK","Cochlicella acuta",0
"78_ODK","Cochlicella acuta",1
"79_ODK","Cochlicella acuta",1
"8_ODK-BAD","Cochlicella acuta",1
"80_WDN","Cochlicella acuta",1
"81_WDN","Cochlicella acuta",1
"82_WDN","Cochlicella acuta",1
"83_WDN","Cochlicella acuta",1
"84_WDN","Cochlicella acuta",0
"85_WDN","Cochlicella acuta",0
"86_WDN","Cochlicella acuta",0
"87_WDN","Cochlicella acuta",0
"88_WDN","Cochlicella acuta",0
"89_WDN","Cochlicella acuta",0
"9_NPT","Cochlicella acuta",0
"90_WDN","Cochlicella acuta",0
"91_WDN","Cochlicella acuta",0
"92_WDN","Cochlicella acuta",0
"93_WDN","Cochlicella acuta",1
"94_WDN","Cochlicella acuta",0
"95_DHN1","Cochlicella acuta",1
"96_DHN1","Cochlicella acuta",1
"97_DHN1","Cochlicella acuta",0
"98_DHN1","Cochlicella acuta",0
"99_DHN1","Cochlicella acuta",0
"1_F","Cochlicella acuta",0
"10_F","Cochlicella acuta",0
"100_F","Cochlicella acuta",0
"101_F","Cochlicella acuta",0
"102_F","Cochlicella acuta",1
"103_F","Cochlicella acuta",1
"104_F","Cochlicella acuta",0
"105_F","Cochlicella acuta",0
"106_F","Cochlicella acuta",1
"107_F","Cochlicella acuta",1
"108_F","Cochlicella acuta",1
"109_F","Cochlicella acuta",1
"11_F","Cochlicella acuta",0
"110_F","Cochlicella acuta",1
"112_F","Cochlicella acuta",0
"113_F","Cochlicella acuta",0
"114_F","Cochlicella acuta",1
"115_F","Cochlicella acuta",1
"116_F","Cochlicella acuta",1
"117_F","Cochlicella acuta",1
"118_F","Cochlicella acuta",1
"119_F","Cochlicella acuta",1
"12_F","Cochlicella acuta",0
"120_F","Cochlicella acuta",1
"121_F","Cochlicella acuta",1
"122_F","Cochlicella acuta",1
"123_F","Cochlicella acuta",1
"124_F","Cochlicella acuta",0
"127_F","Cochlicella acuta",1
"128_F","Cochlicella acuta",1
"129_F","Cochlicella acuta",1
"13_F","Cochlicella acuta",0
"130_F","Cochlicella acuta",0
"131_F","Cochlicella acuta",0
"132_F","Cochlicella acuta",1
"133_F","Cochlicella acuta",1
"134_F","Cochlicella acuta",1
"135_F","Cochlicella acuta",0
"136_F","Cochlicella acuta",1
"137_F","Cochlicella acuta",1
"138_F","Cochlicella acuta",0
"139_F","Cochlicella acuta",0
"14_F","Cochlicella acuta",0
"140_F","Cochlicella acuta",1
"141_F","Cochlicella acuta",0
"142_F","Cochlicella acuta",0
"143_F","Cochlicella acuta",1
"144_F","Cochlicella acuta",1
"146_F","Cochlicella acuta",0
"147_F","Cochlicella acuta",0
"148_F","Cochlicella acuta",1
"149_F","Cochlicella acuta",0
"15_F","Cochlicella acuta",0
"150_F","Cochlicella acuta",0
"151_F","Cochlicella acuta",0
"154_F","Cochlicella acuta",1
"155_F","Cochlicella acuta",1
"156_F","Cochlicella acuta",0
"157_F","Cochlicella acuta",1
"158_F","Cochlicella acuta",0
"159_F","Cochlicella acuta",1
"16_F","Cochlicella acuta",1
"160_F","Cochlicella acuta",0
"161_F","Cochlicella acuta",0
"162_F","Cochlicella acuta",0
"163_F","Cochlicella acuta",0
"164_F","Cochlicella acuta",1
"165_F","Cochlicella acuta",1
"166_F","Cochlicella acuta",0
"167_F","Cochlicella acuta",1
"168_F","Cochlicella acuta",0
"169_F","Cochlicella acuta",0
"17_F","Cochlicella acuta",0
"170_F","Cochlicella acuta",0
"172_F","Cochlicella acuta",0
"173_F","Cochlicella acuta",1
"174_F","Cochlicella acuta",0
"175_F","Cochlicella acuta",1
"176_F","Cochlicella acuta",1
"177_F","Cochlicella acuta",1
"178_F","Cochlicella acuta",0
"179_F","Cochlicella acuta",1
"18_F","Cochlicella acuta",1
"180_F","Cochlicella acuta",0
"182_F","Cochlicella acuta",1
"183_F","Cochlicella acuta",1
"184_F","Cochlicella acuta",1
"185_F","Cochlicella acuta",1
"186_F","Cochlicella acuta",1
"187_F","Cochlicella acuta",1
"188_F","Cochlicella acuta",0
"189_F","Cochlicella acuta",0
"19_F","Cochlicella acuta",1
"2_F","Cochlicella acuta",0
"20_F","Cochlicella acuta",0
"21_F","Cochlicella acuta",0
"22_F","Cochlicella acuta",0
"23_F","Cochlicella acuta",0
"24_F","Cochlicella acuta",0
"25_F","Cochlicella acuta",0
"26_F","Cochlicella acuta",1
"27_F","Cochlicella acuta",0
"28_F","Cochlicella acuta",1
"29_F","Cochlicella acuta",0
"3_F","Cochlicella acuta",0
"30_F","Cochlicella acuta",1
"31_F","Cochlicella acuta",0
"32_F","Cochlicella acuta",1
"33_F","Cochlicella acuta",0
"34_F","Cochlicella acuta",0
"35_F","Cochlicella acuta",0
"36_F","Cochlicella acuta",1
"37_F","Cochlicella acuta",1
"38_F","Cochlicella acuta",0
"39_F","Cochlicella acuta",0
"4_F","Cochlicella acuta",0
"40_F","Cochlicella acuta",0
"41_F","Cochlicella acuta",0
"42_F","Cochlicella acuta",0
"43_F","Cochlicella acuta",0
"44_F","Cochlicella acuta",0
"45_F","Cochlicella acuta",0
"46_F","Cochlicella acuta",0
"47_F","Cochlicella acuta",0
"5_F","Cochlicella acuta",0
"53_F","Cochlicella acuta",0
"54_F","Cochlicella acuta",0
"55_F","Cochlicella acuta",0
"56_F","Cochlicella acuta",0
"57_F","Cochlicella acuta",0
"58_F","Cochlicella acuta",0
"59_F","Cochlicella acuta",0
"6_F","Cochlicella acuta",0
"60_F","Cochlicella acuta",0
"61_F","Cochlicella acuta",0
"62_F","Cochlicella acuta",0
"63_F","Cochlicella acuta",0
"64_F","Cochlicella acuta",0
"65_F","Cochlicella acuta",0
"66_F","Cochlicella acuta",0
"67_F","Cochlicella acuta",0
"68_F","Cochlicella acuta",0
"69_F","Cochlicella acuta",0
"7_F","Cochlicella acuta",0
"70_F","Cochlicella acuta",1
"73_F","Cochlicella acuta",0
"74_F","Cochlicella acuta",0
"75_F","Cochlicella acuta",0
"76_F","Cochlicella acuta",0
"77_F","Cochlicella acuta",0
"78_F","Cochlicella acuta",0
"79_F","Cochlicella acuta",0
"8_F","Cochlicella acuta",1
"80_F","Cochlicella acuta",0
"81_F","Cochlicella acuta",0
"82_F","Cochlicella acuta",0
"83_F","Cochlicella acuta",0
"84_F","Cochlicella acuta",0
"85_F","Cochlicella acuta",0
"86_F","Cochlicella acuta",0
"87_F","Cochlicella acuta",0
"88_F","Cochlicella acuta",0
"89_F","Cochlicella acuta",1
"9_F","Cochlicella acuta",0
"91_F","Cochlicella acuta",1
"92_F","Cochlicella acuta",1
"93_F","Cochlicella acuta",0
"94_F","Cochlicella acuta",1
"95_F","Cochlicella acuta",1
"96_F","Cochlicella acuta",1
"97_F","Cochlicella acuta",1
"98_F","Cochlicella acuta",1
"99_F","Cochlicella acuta",0
"1_N","Cochlicella acuta",0
"10_N","Cochlicella acuta",0
"101_N","Cochlicella acuta",0
"102_N","Cochlicella acuta",0
"103_N","Cochlicella acuta",0
"105_N","Cochlicella acuta",0
"106_N","Cochlicella acuta",0
"109_N","Cochlicella acuta",0
"11_N","Cochlicella acuta",0
"110_N","Cochlicella acuta",0
"112_N","Cochlicella acuta",0
"113_N","Cochlicella acuta",0
"114_N","Cochlicella acuta",0
"115_N","Cochlicella acuta",0
"117_N","Cochlicella acuta",0
"118_N","Cochlicella acuta",0
"119_N","Cochlicella acuta",0
"12_N","Cochlicella acuta",0
"120_N","Cochlicella acuta",0
"121_N","Cochlicella acuta",0
"122_N","Cochlicella acuta",0
"123_N","Cochlicella acuta",0
"124_N","Cochlicella acuta",0
"125_N","Cochlicella acuta",0
"126_N","Cochlicella acuta",0
"127_N","Cochlicella acuta",0
"128_N","Cochlicella acuta",0
"13_N","Cochlicella acuta",0
"130_N","Cochlicella acuta",0
"131_N","Cochlicella acuta",0
"134_N","Cochlicella acuta",0
"136_N","Cochlicella acuta",0
"14_N","Cochlicella acuta",0
"16_N","Cochlicella acuta",0
"17_N","Cochlicella acuta",0
"18_N","Cochlicella acuta",0
"19_N","Cochlicella acuta",0
"2_N","Cochlicella acuta",0
"20_N","Cochlicella acuta",0
"201_N","Cochlicella acuta",0
"202_N","Cochlicella acuta",0
"203_N","Cochlicella acuta",0
"204_N","Cochlicella acuta",0
"205_N","Cochlicella acuta",0
"206_N","Cochlicella acuta",0
"207_N","Cochlicella acuta",0
"208_N","Cochlicella acuta",0
"209_N","Cochlicella acuta",0
"21_N","Cochlicella acuta",0
"210_N","Cochlicella acuta",0
"211_N","Cochlicella acuta",0
"213_N","Cochlicella acuta",0
"214_N","Cochlicella acuta",0
"217_N","Cochlicella acuta",0
"218_N","Cochlicella acuta",0
"219_N","Cochlicella acuta",0
"22_N","Cochlicella acuta",0
"220_N","Cochlicella acuta",0
"221_N","Cochlicella acuta",0
"222_N","Cochlicella acuta",0
"223_N","Cochlicella acuta",0
"224_N","Cochlicella acuta",0
"225_N","Cochlicella acuta",0
"227_N","Cochlicella acuta",0
"229_N","Cochlicella acuta",0
"23_N","Cochlicella acuta",0
"230_N","Cochlicella acuta",0
"231_N","Cochlicella acuta",0
"232_N","Cochlicella acuta",0
"233_N","Cochlicella acuta",0
"234_N","Cochlicella acuta",0
"235_N","Cochlicella acuta",0
"236_N","Cochlicella acuta",0
"237_N","Cochlicella acuta",0
"238_N","Cochlicella acuta",0
"239_N","Cochlicella acuta",0
"24_N","Cochlicella acuta",0
"240_N","Cochlicella acuta",0
"25_N","Cochlicella acuta",0
"26_N","Cochlicella acuta",0
"262_N","Cochlicella acuta",0
"264_N","Cochlicella acuta",0
"265_N","Cochlicella acuta",0
"266_N","Cochlicella acuta",0
"27_N","Cochlicella acuta",0
"28_N","Cochlicella acuta",0
"29_N","Cochlicella acuta",0
"3_N","Cochlicella acuta",0
"30_N","Cochlicella acuta",0
"31_N","Cochlicella acuta",0
"32_N","Cochlicella acuta",0
"33_N","Cochlicella acuta",0
"34_N","Cochlicella acuta",0
"35_N","Cochlicella acuta",0
"36_N","Cochlicella acuta",0
"37_N","Cochlicella acuta",0
"38_N","Cochlicella acuta",0
"39_N","Cochlicella acuta",0
"4_N","Cochlicella acuta",0
"40_N","Cochlicella acuta",0
"41_N","Cochlicella acuta",0
"42_N","Cochlicella acuta",0
"43_N","Cochlicella acuta",0
"44_N","Cochlicella acuta",0
"45_N","Cochlicella acuta",0
"47_N","Cochlicella acuta",0
"48_N","Cochlicella acuta",0
"49_N","Cochlicella acuta",0
"5_N","Cochlicella acuta",0
"51_N","Cochlicella acuta",0
"52_N","Cochlicella acuta",0
"53_N","Cochlicella acuta",0
"54_N","Cochlicella acuta",0
"55_N","Cochlicella acuta",0
"56_N","Cochlicella acuta",0
"57_N","Cochlicella acuta",0
"58_N","Cochlicella acuta",0
"59_N","Cochlicella acuta",0
"6_N","Cochlicella acuta",0
"61_N","Cochlicella acuta",0
"62_N","Cochlicella acuta",0
"63_N","Cochlicella acuta",0
"64_N","Cochlicella acuta",0
"65_N","Cochlicella acuta",0
"66_N","Cochlicella acuta",0
"67_N","Cochlicella acuta",0
"68_N","Cochlicella acuta",0
"69_N","Cochlicella acuta",0
"7_N","Cochlicella acuta",0
"70_N","Cochlicella acuta",0
"71_N","Cochlicella acuta",0
"72_N","Cochlicella acuta",0
"73_N","Cochlicella acuta",0
"74_N","Cochlicella acuta",0
"75_N","Cochlicella acuta",0
"76_N","Cochlicella acuta",0
"77_N","Cochlicella acuta",0
"78_N","Cochlicella acuta",0
"79_N","Cochlicella acuta",0
"8_N","Cochlicella acuta",0
"80_N","Cochlicella acuta",0
"81_N","Cochlicella acuta",0
"82_N","Cochlicella acuta",0
"83_N","Cochlicella acuta",0
"84_N","Cochlicella acuta",0
"85_N","Cochlicella acuta",0
"86_N","Cochlicella acuta",0
"87_N","Cochlicella acuta",0
"88_N","Cochlicella acuta",0
"89_N","Cochlicella acuta",0
"9_N","Cochlicella acuta",0
"90_N","Cochlicella acuta",0
"94_N","Cochlicella acuta",0
"98_N","Cochlicella acuta",0
"1_UK","Cochlicella acuta",0
"10_UK","Cochlicella acuta",0
"12_UK","Cochlicella acuta",0
"13_UK","Cochlicella acuta",0
"14_UK","Cochlicella acuta",0
"15_UK","Cochlicella acuta",0
"16_UK","Cochlicella acuta",0
"17_UK","Cochlicella acuta",0
"18_UK","Cochlicella acuta",0
"19_UK","Cochlicella acuta",0
"2_UK","Cochlicella acuta",0
"20_UK","Cochlicella acuta",0
"21_UK","Cochlicella acuta",0
"22_UK","Cochlicella acuta",0
"23_UK","Cochlicella acuta",0
"24_UK","Cochlicella acuta",0
"25_UK","Cochlicella acuta",0
"26_UK","Cochlicella acuta",0
"27_UK","Cochlicella acuta",0
"28_UK","Cochlicella acuta",0
"29_UK","Cochlicella acuta",0
"3_UK","Cochlicella acuta",0
"30_UK","Cochlicella acuta",0
"31_UK","Cochlicella acuta",0
"32_UK","Cochlicella acuta",0
"33_UK","Cochlicella acuta",0
"34_UK","Cochlicella acuta",0
"35_UK","Cochlicella acuta",0
"36_UK","Cochlicella acuta",0
"37_UK","Cochlicella acuta",0
"38_UK","Cochlicella acuta",0
"39_UK","Cochlicella acuta",0
"4_UK","Cochlicella acuta",0
"40_UK","Cochlicella acuta",0
"41_UK","Cochlicella acuta",0
"43_UK","Cochlicella acuta",0
"44_UK","Cochlicella acuta",0
"45_UK","Cochlicella acuta",0
"46_UK","Cochlicella acuta",0
"47_UK","Cochlicella acuta",0
"48_UK","Cochlicella acuta",0
"49_UK","Cochlicella acuta",0
"5_UK","Cochlicella acuta",0
"50_UK","Cochlicella acuta",0
"51_UK","Cochlicella acuta",0
"52_UK","Cochlicella acuta",0
"53_UK","Cochlicella acuta",0
"54_UK","Cochlicella acuta",0
"55_UK","Cochlicella acuta",0
"56_UK","Cochlicella acuta",0
"57_UK","Cochlicella acuta",0
"58_UK","Cochlicella acuta",0
"59_UK","Cochlicella acuta",0
"6_UK","Cochlicella acuta",0
"60_UK","Cochlicella acuta",0
"7_UK","Cochlicella acuta",0
"8_UK","Cochlicella acuta",0
"9_UK","Cochlicella acuta",0
"1_ODK","Diplazon laetatorius",0
"10_NPT","Diplazon laetatorius",0
"100_DHN1","Diplazon laetatorius",0
"101_DHN1","Diplazon laetatorius",0
"11_NPT","Diplazon laetatorius",0
"110_DUI","Diplazon laetatorius",0
"111_DUI","Diplazon laetatorius",0
"112_DUI","Diplazon laetatorius",0
"113_DUI","Diplazon laetatorius",0
"114_DUI","Diplazon laetatorius",0
"115_DUI","Diplazon laetatorius",0
"116_DUI","Diplazon laetatorius",0
"117_DUI","Diplazon laetatorius",0
"118_DUI","Diplazon laetatorius",0
"119_DUI","Diplazon laetatorius",0
"12_NPT","Diplazon laetatorius",0
"120_DUI","Diplazon laetatorius",0
"121_DUI","Diplazon laetatorius",0
"122_DUI","Diplazon laetatorius",0
"123_DUI","Diplazon laetatorius",0
"125_WTN","Diplazon laetatorius",0
"126_WTN","Diplazon laetatorius",0
"127_WTN","Diplazon laetatorius",0
"128_WTN","Diplazon laetatorius",0
"129_WTN","Diplazon laetatorius",0
"13_NPT","Diplazon laetatorius",0
"130_WTN","Diplazon laetatorius",0
"131_WTN","Diplazon laetatorius",0
"132_WTN","Diplazon laetatorius",0
"133_WTN","Diplazon laetatorius",0
"134_WTN","Diplazon laetatorius",0
"135_WTN","Diplazon laetatorius",0
"137_WTN","Diplazon laetatorius",0
"138_WTN","Diplazon laetatorius",0
"139_WTN","Diplazon laetatorius",0
"14_NPT","Diplazon laetatorius",0
"140_ODK-BAD","Diplazon laetatorius",0
"141_ODK-BAD","Diplazon laetatorius",0
"142_ODK-BAD","Diplazon laetatorius",0
"143_ODK-BAD","Diplazon laetatorius",1
"144_ODK-BAD","Diplazon laetatorius",0
"145_ODK-BAD","Diplazon laetatorius",0
"146_ODK-BAD","Diplazon laetatorius",0
"147_ODK-BAD","Diplazon laetatorius",0
"148_ODK-BAD","Diplazon laetatorius",0
"15_NPT","Diplazon laetatorius",0
"150_ODK-BAD","Diplazon laetatorius",0
"151_ZWN","Diplazon laetatorius",1
"152_ZWN","Diplazon laetatorius",1
"153_ZWN","Diplazon laetatorius",0
"154_ZWN","Diplazon laetatorius",0
"155_ZWN","Diplazon laetatorius",1
"156_ZWN","Diplazon laetatorius",0
"157_ZWN","Diplazon laetatorius",1
"158_ZWN","Diplazon laetatorius",0
"159_ZWN","Diplazon laetatorius",1
"16_NPT","Diplazon laetatorius",0
"160_ZWN","Diplazon laetatorius",1
"161_ZWN","Diplazon laetatorius",1
"162_DHN_K","Diplazon laetatorius",0
"163_DHN_K","Diplazon laetatorius",0
"164_DHN_K","Diplazon laetatorius",0
"165_DHN_K","Diplazon laetatorius",1
"166_DHN_K","Diplazon laetatorius",0
"167_DHN_K","Diplazon laetatorius",1
"168_DHN_K","Diplazon laetatorius",0
"169_DHN_K","Diplazon laetatorius",1
"17_NPT","Diplazon laetatorius",0
"170_DHN_K","Diplazon laetatorius",0
"171_DHN_K","Diplazon laetatorius",0
"172_DHN_K","Diplazon laetatorius",1
"173_DHN_K","Diplazon laetatorius",1
"174_DHN_K","Diplazon laetatorius",0
"175_DHN_K","Diplazon laetatorius",0
"176_DHN_K","Diplazon laetatorius",1
"177_BKN_W","Diplazon laetatorius",0
"178_BKN_W","Diplazon laetatorius",0
"179_BKN_W","Diplazon laetatorius",1
"18_NPT","Diplazon laetatorius",0
"180_BKN_W","Diplazon laetatorius",1
"181_BKN_W","Diplazon laetatorius",0
"182_BKN_W","Diplazon laetatorius",1
"183_BKN_W","Diplazon laetatorius",0
"184_BKN_W","Diplazon laetatorius",0
"185_BKN_W","Diplazon laetatorius",0
"186_BKN_W","Diplazon laetatorius",0
"187_BKN_W","Diplazon laetatorius",0
"188_BKN_W","Diplazon laetatorius",0
"189_BKN_W","Diplazon laetatorius",0
"19_NPT","Diplazon laetatorius",0
"190_BKN_W","Diplazon laetatorius",0
"191_BKN_W","Diplazon laetatorius",0
"192_ZWN","Diplazon laetatorius",1
"193_ZWN","Diplazon laetatorius",0
"194_ZWN","Diplazon laetatorius",0
"195_ZWN","Diplazon laetatorius",0
"196_ZWN2","Diplazon laetatorius",0
"197_ZWN2","Diplazon laetatorius",0
"198_ZWN2","Diplazon laetatorius",0
"199_ZWN2","Diplazon laetatorius",0
"2_ODK","Diplazon laetatorius",0
"20_NPT","Diplazon laetatorius",0
"200_ZWN2","Diplazon laetatorius",0
"201_ZWN2","Diplazon laetatorius",0
"202_ZWN2","Diplazon laetatorius",0
"203_ZWN2","Diplazon laetatorius",0
"204_OST","Diplazon laetatorius",0
"205_OST","Diplazon laetatorius",0
"206_OST","Diplazon laetatorius",0
"207_OST","Diplazon laetatorius",0
"208_OST","Diplazon laetatorius",0
"209_OST","Diplazon laetatorius",0
"21_NPT","Diplazon laetatorius",0
"210_OST","Diplazon laetatorius",0
"211_OST","Diplazon laetatorius",0
"212_OST","Diplazon laetatorius",1
"213_OST","Diplazon laetatorius",0
"214_OST","Diplazon laetatorius",0
"22_NPT","Diplazon laetatorius",0
"23_NPT","Diplazon laetatorius",0
"24_BRE","Diplazon laetatorius",1
"25_BRE","Diplazon laetatorius",0
"26_BRE","Diplazon laetatorius",0
"27_BRE","Diplazon laetatorius",1
"28_BRE","Diplazon laetatorius",1
"29_BRE","Diplazon laetatorius",1
"3_ODK","Diplazon laetatorius",0
"30_BRE","Diplazon laetatorius",0
"31_BRE","Diplazon laetatorius",1
"32_BRE","Diplazon laetatorius",1
"33_BRE","Diplazon laetatorius",0
"34_BRE","Diplazon laetatorius",1
"35_BRE","Diplazon laetatorius",0
"36_BRE","Diplazon laetatorius",1
"37_BRE","Diplazon laetatorius",1
"38_BRE","Diplazon laetatorius",1
"39_LOM-BAD","Diplazon laetatorius",1
"4_ODK-BAD","Diplazon laetatorius",0
"40_LOM-BAD","Diplazon laetatorius",0
"41_LOM-BAD","Diplazon laetatorius",0
"42_LOM-BAD","Diplazon laetatorius",0
"43_LOM-BAD","Diplazon laetatorius",0
"44_LOM-BAD","Diplazon laetatorius",0
"45_LOM-BAD","Diplazon laetatorius",1
"46_LOM-BAD","Diplazon laetatorius",0
"47_LOM-BAD","Diplazon laetatorius",0
"48_LOM-BAD","Diplazon laetatorius",0
"49_LOM-BAD","Diplazon laetatorius",0
"5_ODK-BAD","Diplazon laetatorius",0
"50_LOM-BAD","Diplazon laetatorius",0
"51_LOM-BAD","Diplazon laetatorius",0
"52_LOM-BAD","Diplazon laetatorius",0
"53_DEP1","Diplazon laetatorius",0
"54_DEP1","Diplazon laetatorius",0
"55_DEP1","Diplazon laetatorius",0
"56_DEP1","Diplazon laetatorius",0
"57_DEP1","Diplazon laetatorius",0
"58_DEP1","Diplazon laetatorius",0
"59_DEP1","Diplazon laetatorius",0
"6_ODK-BAD","Diplazon laetatorius",0
"60_DEP1","Diplazon laetatorius",0
"61_DEP1","Diplazon laetatorius",0
"62_DEP1","Diplazon laetatorius",0
"63_DEP1","Diplazon laetatorius",0
"64_DEP1","Diplazon laetatorius",0
"65_DEP1","Diplazon laetatorius",0
"66_DEP1","Diplazon laetatorius",0
"67_DEP1","Diplazon laetatorius",0
"68_ODK","Diplazon laetatorius",0
"69_ODK","Diplazon laetatorius",0
"7_ODK-BAD","Diplazon laetatorius",0
"70_ODK","Diplazon laetatorius",0
"71_ODK","Diplazon laetatorius",0
"72_ODK","Diplazon laetatorius",0
"73_ODK","Diplazon laetatorius",0
"74_ODK","Diplazon laetatorius",0
"75_ODK","Diplazon laetatorius",0
"76_ODK","Diplazon laetatorius",0
"77_ODK","Diplazon laetatorius",0
"78_ODK","Diplazon laetatorius",0
"79_ODK","Diplazon laetatorius",0
"8_ODK-BAD","Diplazon laetatorius",0
"80_WDN","Diplazon laetatorius",0
"81_WDN","Diplazon laetatorius",0
"82_WDN","Diplazon laetatorius",0
"83_WDN","Diplazon laetatorius",0
"84_WDN","Diplazon laetatorius",0
"85_WDN","Diplazon laetatorius",0
"86_WDN","Diplazon laetatorius",0
"87_WDN","Diplazon laetatorius",0
"88_WDN","Diplazon laetatorius",0
"89_WDN","Diplazon laetatorius",0
"9_NPT","Diplazon laetatorius",0
"90_WDN","Diplazon laetatorius",0
"91_WDN","Diplazon laetatorius",0
"92_WDN","Diplazon laetatorius",0
"93_WDN","Diplazon laetatorius",0
"94_WDN","Diplazon laetatorius",0
"95_DHN1","Diplazon laetatorius",0
"96_DHN1","Diplazon laetatorius",0
"97_DHN1","Diplazon laetatorius",0
"98_DHN1","Diplazon laetatorius",0
"99_DHN1","Diplazon laetatorius",0
"1_F","Diplazon laetatorius",0
"10_F","Diplazon laetatorius",0
"100_F","Diplazon laetatorius",0
"101_F","Diplazon laetatorius",0
"102_F","Diplazon laetatorius",0
"103_F","Diplazon laetatorius",0
"104_F","Diplazon laetatorius",0
"105_F","Diplazon laetatorius",0
"106_F","Diplazon laetatorius",0
